0111-3/01;Cultivo de arroz
0111-3/02;Cultivo de milho
0111-3/03;Cultivo de trigo
0111-3/99;Cultivo de outros cereais não especificados anteriormente
0112-1/01;Cultivo de algodão herbáceo
0112-1/02;Cultivo de juta
0112-1/99;Cultivo de outras fibras de lavoura temporária não especificadas anteriormente
0113-0/00;Cultivo de cana-de-açúcar
0114-8/00;Cultivo de fumo
0115-6/00;Cultivo de soja
0116-4/01;Cultivo de amendoim
0116-4/02;Cultivo de girassol
0116-4/03;Cultivo de mamona
0116-4/99;Cultivo de outras oleaginosas de lavoura temporária não especificadas anteriormente
0119-9/01;Cultivo de abacaxi
0119-9/02;Cultivo de alho
0119-9/03;Cultivo de batata-inglesa
0119-9/04;Cultivo de cebola
0119-9/05;Cultivo de feijão
0119-9/06;Cultivo de mandioca
0119-9/07;Cultivo de melão
0119-9/08;Cultivo de melancia
0119-9/09;Cultivo de tomate rasteiro
0119-9/99;Cultivo de outras plantas de lavoura temporária não especificadas anteriormente
0121-1/01;Horticultura, exceto morango
0121-1/02;Cultivo de morango
0122-9/00;Floricultura
0131-8/00;Cultivo de laranja
0132-6/00;Cultivo de uva
0133-4/01;Cultivo de açaí
0133-4/02;Cultivo de banana
0133-4/03;Cultivo de caju
0133-4/04;Cultivo de cítricos, exceto laranja
0133-4/05;Cultivo de coco-da-baía
0133-4/06;Cultivo de guaraná
0133-4/07;Cultivo de maçã
0133-4/08;Cultivo de mamão
0133-4/09;Cultivo de maracujá
0133-4/10;Cultivo de manga
0133-4/11;Cultivo de pêssego
0133-4/99;Cultivo de frutas de lavoura permanente não especificadas anteriormente
0134-2/00;Cultivo de café
0135-1/00;Cultivo de cacau
0139-3/01;Cultivo de chá-da-índia
0139-3/02;Cultivo de erva-mate
0139-3/03;Cultivo de pimenta-do-reino
0139-3/04;Cultivo de plantas para condimento, exceto pimenta-do-reino
0139-3/05;Cultivo de dendê
0139-3/06;Cultivo de seringueira
0139-3/99;Cultivo de outras plantas de lavoura permanente não especificadas anteriormente
0141-5/01;Produção de sementes certificadas, exceto de forrageiras para pasto
0141-5/02;Produção de sementes certificadas de forrageiras para formação de pasto
0142-3/00;Produção de mudas e outras formas de propagação vegetal, certificadas
0151-2/01;Criação de bovinos para corte
0151-2/02;Criação de bovinos para leite
0151-2/03;Criação de bovinos, exceto para corte e leite
0152-1/01;Criação de bufalinos
0152-1/02;Criação de eqüinos
0152-1/03;Criação de asininos e muares
0153-9/01;Criação de caprinos
0153-9/02;Criação de ovinos, inclusive para produção de lã
0154-7/00;Criação de suínos
0155-5/01;Criação de frangos para corte
0155-5/02;Produção de pintos de um dia
0155-5/03;Criação de outros galináceos, exceto para corte
0155-5/04;Criação de aves, exceto galináceos
0155-5/05;Produção de ovos
0159-8/01;Apicultura
0159-8/02;Criação de animais de estimação
0159-8/03;Criação de escargô
0159-8/04;Criação de bicho-da-seda
0159-8/99;Criação de outros animais não especificados anteriormente
0161-0/01;Serviço de pulverização e controle de pragas agrícolas
0161-0/02;Serviço de poda de árvores para lavouras
0161-0/03;Serviço de preparação de terreno, cultivo e colheita
0161-0/99;Atividades de apoio à agricultura não especificadas anteriormente
0162-8/01;Serviço de inseminação artificial de animais *
0162-8/02;Serviço de tosquiamento de ovinos
0162-8/03;Serviço de manejo de animais
0162-8/99;Atividades de apoio à pecuária não especificadas anteriormente
0163-6/00;Atividades de pós-colheita
0170-9/00;Caça e serviços relacionados
0210-1/01;Cultivo de eucalipto
0210-1/02;Cultivo de acácia-negra
0210-1/03;Cultivo de pinus
0210-1/04;Cultivo de teca
0210-1/05;Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca
0210-1/06;Cultivo de mudas em viveiros florestais
0210-1/07;Extração de madeira em florestas plantadas
0210-1/08;Produção de carvão vegetal - florestas plantadas
0210-1/09;Produção de casca de acácia-negra - florestas plantadas
0210-1/99;Produção de produtos não-madeireiros não especificados anteriormente em florestas plantadas
0220-9/01;Extração de madeira em florestas nativas
220-9/02;Produção de carvão vegetal - florestas nativas
0220-9/03;Coleta de castanha-do-pará em florestas nativas
0220-9/04;Coleta de látex em florestas nativas
0220-9/05;Coleta de palmito em florestas nativas
0220-9/06;Conservação de florestas nativas
0220-9/99;Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas
0230-6/00;Atividades de apoio à produção florestal
0311-6/01;Pesca de peixes em água salgada
0311-6/02;Pesca de crustáceos e moluscos em água salgada
0311-6/03;Coleta de outros produtos marinhos
0311-6/04;Atividades de apoio à pesca em água salgada
0312-4/01;Pesca de peixes em água doce
0312-4/02;Pesca de crustáceos e moluscos em água doce
0312-4/03;Coleta de outros produtos aquáticos de água doce
0312-4/04;Atividades de apoio à pesca em água doce
0321-3/01;Criação de peixes em água salgada e salobra
0321-3/02;Criação de camarões em água salgada e salobra
0321-3/03;Criação de ostras e mexilhões em água salgada e salobra
0321-3/04;Criação de peixes ornamentais em água salgada e salobra
0321-3/05;Atividades de apoio à aqüicultura em água salgada e salobra
0321-3/99;Cultivos e semicultivos da aqüicultura em água salgada e salobra não especificados anteriormente
0322-1/01;Criação de peixes em água doce
0322-1/02;Criação de camarões em água doce
0322-1/03;Criação de ostras e mexilhões em água doce
0322-1/04;Criação de peixes ornamentais em água doce
0322-1/05;Ranicultura
0322-1/06;Criação de jacaré
0322-1/07;Atividades de apoio à aqüicultura em água doce
0322-1/99;Cultivos e semicultivos da aqüicultura em água doce não especificados anteriormente
0500-3/01;Extração de carvão mineral
0500-3/02;Beneficiamento de carvão mineral
0600-0/01;Extração de petróleo e gás natural
0600-0/02;Extração e beneficiamento de xisto
0600-0/03;Extração e beneficiamento de areias betuminosas
0710-3/01;Extração de minério de ferro
0710-3/02;Pelotização, sinterização e outros beneficiamentos de minério de ferro
0721-9/01;Extração de minério de alumínio
0721-9/02;Beneficiamento de minério de alumínio
0722-7/01;Extração de minério de estanho
0722-7/02;Beneficiamento de minério de estanho
0723-5/01;Extração de minério de manganês
0723-5/02;Beneficiamento de minério de manganês
0724-3/01;Extração de minério de metais preciosos
0724-3/02;Beneficiamento de minério de metais preciosos
0725-1/00;Extração de minerais radioativos
0729-4/01;Extração de minérios de nióbio e titânio
0729-4/02;Extração de minério de tungstênio
0729-4/03;Extração de minério de níquel
0729-4/04;Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente
0729-4/05;Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não-ferrosos não especificados anteriormente
0810-0/01;Extração de ardósia e beneficiamento associado
0810-0/02;Extração de granito e beneficiamento associado
0810-0/03;Extração de mármore e beneficiamento associado
0810-0/04;Extração de calcário e dolomita e beneficiamento associado
0810-0/05;Extração de gesso e caulim
0810-0/06;Extração de areia, cascalho ou pedregulho e beneficiamento associado
0810-0/07;Extração de argila e beneficiamento associado
0810-0/08;Extração de saibro e beneficiamento associado
0810-0/09;Extração de basalto e beneficiamento associado
0810-0/10;Beneficiamento de gesso e caulim associado à extração
0810-0/99;Extração e britamento de pedras e outros materiais para construção e beneficiamento associado
0891-6/00;Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos
0892-4/01;Extração de sal marinho
0892-4/02;Extração de sal-gema
0892-4/03;Refino e outros tratamentos do sal
0893-2/00;Extração de gemas (pedras preciosas e semipreciosas)
0899-1/01;Extração de grafita
0899-1/02;Extração de quartzo
0899-1/03;Extração de amianto
0899-1/99;Extração de outros minerais não-metálicos não especificados anteriormente
0910-6/00;Atividades de apoio à extração de petróleo e gás natural
0990-4/01;Atividades de apoio à extração de minério de ferro
0990-4/02;Atividades de apoio à extração de minerais metálicos não-ferrosos
0990-4/03;Atividades de apoio à extração de minerais não-metálicos
1011-2/01;Frigorífico - abate de bovinos
1011-2/02;Frigorífico - abate de eqüinos
1011-2/03;Frigorífico - abate de ovinos e caprinos
1011-2/04;Frigorífico - abate de bufalinos
1011-2/05;Matadouro - abate de reses sob contrato - exceto abate de suínos
1012-1/01;Abate de aves
1012-1/02;Abate de pequenos animais
1012-1/03;Frigorífico - abate de suínos
1012-1/04;Matadouro - abate de suínos sob contrato
1013-9/01;Fabricação de produtos de carne
1013-9/02;Preparação de subprodutos do abate
1020-1/01;Preservação de peixes, crustáceos e moluscos
1020-1/02;Fabricação de conservas de peixes, crustáceos e moluscos
1031-7/00;Fabricação de conservas de frutas
1032-5/01;Fabricação de conservas de palmito
1032-5/99;Fabricação de conservas de legumes e outros vegetais, exceto palmito
1033-3/01;Fabricação de sucos concentrados de frutas, hortaliças e legumes
1033-3/02;Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados
1041-4/00;Fabricação de óleos vegetais em bruto, exceto óleo de milho
1042-2/00;Fabricação de óleos vegetais refinados, exceto óleo de milho
1043-1/00;Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais
1051-1/00;Preparação do leite
1052-0/00;Fabricação de laticínios
1053-8/00;Fabricação de sorvetes e outros gelados comestíveis
1061-9/01;Beneficiamento de arroz
1061-9/02;Fabricação de produtos do arroz
1062-7/00;Moagem de trigo e fabricação de derivados
1063-5/00;Fabricação de farinha de mandioca e derivados
1064-3/00;Fabricação de farinha de milho e derivados, exceto óleos de milho
1065-1/01;Fabricação de amidos e féculas de vegetais
1065-1/02;Fabricação de óleo de milho em bruto
1065-1/03;Fabricação de óleo de milho refinado
1066-0/00;Fabricação de alimentos para animais
1069-4/00;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente
1071-6/00;Fabricação de açúcar em bruto
1072-4/01;Fabricação de açúcar de cana refinado
1072-4/02;Fabricação de açúcar de cereais (dextrose) e de beterraba
1081-3/01;Beneficiamento de café
1081-3/02;Torrefação e moagem de café
1082-1/00;Fabricação de produtos à base de café
1091-1/01;Fabricação de produtos de panificação industrial
1091-1/02;Padaria e confeitaria com predominância de produção própria
1092-9/00;Fabricação de biscoitos e bolachas
1093-7/01;Fabricação de produtos derivados do cacau e de chocolates
1093-7/02;Fabricação de frutas cristalizadas, balas e semelhantes
1094-5/00;Fabricação de massas alimentícias
1095-3/00;Fabricação de especiarias, molhos, temperos e condimentos
1096-1/00;Fabricação de alimentos e pratos prontos
1099-6/01;Fabricação de vinagres
1099-6/02;Fabricação de pós alimentícios
1099-6/03;Fabricação de fermentos e leveduras
1099-6/04;Fabricação de gelo comum
1099-6/05;Fabricação de produtos para infusão (chá, mate, etc.)
1099-6/06;Fabricação de adoçantes naturais e artificiais
1099-6/07;Fabricação de alimentos dietéticos e complementos alimentares
1099-6/99;Fabricação de outros produtos alimentícios não especificados anteriormente
1111-9/01;Fabricação de aguardente de cana-de-açúcar
1111-9/02;Fabricação de outras aguardentes e bebidas destiladas
1112-7/00;Fabricação de vinho
1113-5/01;Fabricação de malte, inclusive malte uísque
1113-5/02;Fabricação de cervejas e chopes
1121-6/00;Fabricação de águas envasadas
1122-4/01;Fabricação de refrigerantes
1122-4/02;Fabricação de chá mate e outros chás prontos para consumo
1122-4/03;Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas
1122-4/04;Fabricação de bebidas isotônicas
1122-4/99;Fabricação de outras bebidas não-alcoólicas não especificadas anteriormente
1210-7/00;Processamento industrial do fumo
1220-4/01;Fabricação de cigarros
1220-4/02;Fabricação de cigarrilhas e charutos
1220-4/03;Fabricação de filtros para cigarros
1220-4/99;Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos
1311-1/00;Preparação e fiação de fibras de algodão
1312-0/00;Preparação e fiação de fibras têxteis naturais, exceto algodão
1313-8/00;Fiação de fibras artificiais e sintéticas
1314-6/00;Fabricação de linhas para costurar e bordar
1321-9/00;Tecelagem de fios de algodão
1322-7/00;Tecelagem de fios de fibras têxteis naturais, exceto algodão
1323-5/00;Tecelagem de fios de fibras artificiais e sintéticas
1330-8/00;Fabricação de tecidos de malha
1340-5/01;Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário
1340-5/02;Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
1340-5/99;Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário
1351-1/00;Fabricação de artefatos têxteis para uso doméstico
1352-9/00;Fabricação de artefatos de tapeçaria
1353-7/00;Fabricação de artefatos de cordoaria
1354-5/00;Fabricação de tecidos especiais, inclusive artefatos
1359-6/00;Fabricação de outros produtos têxteis não especificados anteriormente
1411-8/01;Confecção de roupas íntimas
1411-8/02;Facção de roupas íntimas
1412-6/01;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
1412-6/02;Confecção, sob medida, de peças do vestuário, exceto roupas íntimas
1412-6/03;Facção de peças do vestuário, exceto roupas íntimas
1413-4/01;Confecção de roupas profissionais, exceto sob medida
1413-4/02;Confecção, sob medida, de roupas profissionais
1413-4/03;Facção de roupas profissionais
1414-2/00;Fabricação de acessórios do vestuário, exceto para segurança e proteção
1421-5/00;Fabricação de meias
1422-3/00;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias
1510-6/00;Curtimento e outras preparações de couro
1521-1/00;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material
1529-7/00;Fabricação de artefatos de couro não especificados anteriormente
1531-9/01;Fabricação de calçados de couro
1531-9/02;Acabamento de calçados de couro sob contrato
1532-7/00;Fabricação de tênis de qualquer material
1533-5/00;Fabricação de calçados de material sintético
1539-4/00;Fabricação de calçados de materiais não especificados anteriormente
1540-8/00;Fabricação de partes para calçados, de qualquer material
1610-2/01;Serrarias com desdobramento de madeira
1610-2/02;Serrarias sem desdobramento de madeira
1621-8/00;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada
1622-6/01;Fabricação de casas de madeira pré-fabricadas
1622-6/02;Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais
1622-6/99;Fabricação de outros artigos de carpintaria para construção
1623-4/00;Fabricação de artefatos de tanoaria e de embalagens de madeira
1629-3/01;Fabricação de artefatos diversos de madeira, exceto móveis
1629-3/02;Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis
1710-9/00;Fabricação de celulose e outras pastas para a fabricação de papel
1721-4/00;Fabricação de papel
1722-2/00;Fabricação de cartolina e papel-cartão
1731-1/00;Fabricação de embalagens de papel
1732-0/00;Fabricação de embalagens de cartolina e papel-cartão
1733-8/00;Fabricação de chapas e de embalagens de papelão ondulado
1741-9/01;Fabricação de formulários contínuos
1741-9/02;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso industrial, comercial e de escritório, exceto formulário contínuo
1742-7/01;Fabricação de fraldas descartáveis
1742-7/02;Fabricação de absorventes higiênicos
1742-7/99;Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente
1749-4/00;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente
1811-3/01;Impressão de jornais
1811-3/02;Impressão de livros, revistas e outras publicações periódicas
1812-1/00;Impressão de material de segurança
1813-0/01;Impressão de material para uso publicitário
1813-0/99;Impressão de material para outros usos
1821-1/00;Serviços de pré-impressão
1822-9/01;Serviços de encadernação e plastificação
1822-9/99;Serviços de acabamentos gráficos, exceto encadernação e plastificação
1830-0/01;Reprodução de som em qualquer suporte
1830-0/02;Reprodução de vídeo em qualquer suporte
1830-0/03;Reprodução de software em qualquer suporte
1910-1/00;Coquerias
1921-7/00;Fabricação de produtos do refino de petróleo
1922-5/01;Formulação de combustíveis
1922-5/02;Rerrefino de óleos lubrificantes
1922-5/99;Fabricação de outros produtos derivados do petróleo, exceto produtos do refino
1931-4/00;Fabricação de álcool
1932-2/00;Fabricação de biocombustíveis, exceto álcool
2011-8/00;Fabricação de cloro e álcalis
2012-6/00;Fabricação de intermediários para fertilizantes
2013-4/01;Fabricação de adubos e fertilizantes organo-minerais
2013-4/02;Fabricação de adubos e fertilizantes, exceto organo-minerais
2014-2/00;Fabricação de gases industriais
2019-3/01;Elaboração de combustíveis nucleares
2019-3/99;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente
2021-5/00;Fabricação de produtos petroquímicos básicos
2022-3/00;Fabricação de intermediários para plastificantes, resinas e fibras
2029-1/00;Fabricação de produtos químicos orgânicos não especificados anteriormente
2031-2/00;Fabricação de resinas termoplásticas
2032-1/00;Fabricação de resinas termofixas
2033-9/00;Fabricação de elastômeros
2040-1/00;Fabricação de fibras artificiais e sintéticas
2051-7/00;Fabricação de defensivos agrícolas
2052-5/00;Fabricação de desinfestantes domissanitários
2061-4/00;Fabricação de sabões e detergentes sintéticos
2062-2/00;Fabricação de produtos de limpeza e polimento
2063-1/00;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal
2071-1/00;Fabricação de tintas, vernizes, esmaltes e lacas
2072-0/00;Fabricação de tintas de impressão
2073-8/00;Fabricação de impermeabilizantes, solventes e produtos afins
2091-6/00;Fabricação de adesivos e selantes
2092-4/01;Fabricação de pólvoras, explosivos e detonantes
2092-4/02;Fabricação de artigos pirotécnicos
2092-4/03;Fabricação de fósforos de segurança
2093-2/00;Fabricação de aditivos de uso industrial
2094-1/00;Fabricação de catalisadores
2099-1/01;Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia
2099-1/99;Fabricação de outros produtos químicos não especificados anteriormente
2110-6/00;Fabricação de produtos farmoquímicos
2121-1/01;Fabricação de medicamentos alopáticos para uso humano
2121-1/02;Fabricação de medicamentos homeopáticos para uso humano
2121-1/03;Fabricação de medicamentos fitoterápicos para uso humano
2122-0/00;Fabricação de medicamentos para uso veterinário
2123-8/00;Fabricação de preparações farmacêuticas
2211-1/00;Fabricação de pneumáticos e de câmaras-de-ar
2212-9/00;Reforma de pneumáticos usados
2219-6/00;Fabricação de artefatos de borracha não especificados anteriormente
2221-8/00;Fabricação de laminados planos e tubulares de material plástico
2222-6/00;Fabricação de embalagens de material plástico
2223-4/00;Fabricação de tubos e acessórios de material plástico para uso na construção
2229-3/01;Fabricação de artefatos de material plástico para uso pessoal e doméstico
2229-3/02;Fabricação de artefatos de material plástico para usos industriais
2229-3/03;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios
2229-3/99;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente
2311-7/00;Fabricação de vidro plano e de segurança
2312-5/00;Fabricação de embalagens de vidro
2319-2/00;Fabricação de artigos de vidro
2320-6/00;Fabricação de cimento
2330-3/01;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda
2330-3/02;Fabricação de artefatos de cimento para uso na construção
2330-3/03;Fabricação de artefatos de fibrocimento para uso na construção
2330-3/04;Fabricação de casas pré-moldadas de concreto
2330-3/05;Preparação de massa de concreto e argamassa para construção
2330-3/99;Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes
2341-9/00;Fabricação de produtos cerâmicos refratários
2342-7/01;Fabricação de azulejos e pisos
2342-7/02;Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos
2349-4/01;Fabricação de material sanitário de cerâmica
2349-4/99;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente
2391-5/01;Britamento de pedras, exceto associado à extração
2391-5/02;Aparelhamento de pedras para construção, exceto associado à extração
2391-5/03;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras
2392-3/00;Fabricação de cal e gesso
2399-1/01;Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal
2399-1/02;Fabricação de abrasivos
2399-1/99;Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente
2411-3/00;Produção de ferro-gusa
2412-1/00;Produção de ferroligas
2421-1/00;Produção de semi-acabados de aço
2422-9/01;Produção de laminados planos de aço ao carbono, revestidos ou não
2422-9/02;Produção de laminados planos de aços especiais
2423-7/01;Produção de tubos de aço sem costura
2423-7/02;Produção de laminados longos de aço, exceto tubos
2424-5/01;Produção de arames de aço
2424-5/02;Produção de relaminados, trefilados e perfilados de aço, exceto arames
2431-8/00;Produção de tubos de aço com costura
2439-3/00;Produção de outros tubos de ferro e aço
2441-5/01;Produção de alumínio e suas ligas em formas primárias
2441-5/02;Produção de laminados de alumínio
2442-3/00;Metalurgia dos metais preciosos
2443-1/00;Metalurgia do cobre
2449-1/01;Produção de zinco em formas primárias
2449-1/02;Produção de laminados de zinco
2449-1/03;Fabricação de ânodos para galvanoplastia
2449-1/99;Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente
2451-2/00;Fundição de ferro e aço
2452-1/00;Fundição de metais não-ferrosos e suas ligas
2511-0/00;Fabricação de estruturas metálicas
2512-8/00;Fabricação de esquadrias de metal
2513-6/00;Fabricação de obras de caldeiraria pesada
2521-7/00;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central
2522-5/00;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos
2531-4/01;Produção de forjados de aço
2531-4/02;Produção de forjados de metais não-ferrosos e suas ligas
2532-2/01;Produção de artefatos estampados de metal
2532-2/02;Metalurgia do pó
2539-0/01;Serviços de usinagem, tornearia e solda
2539-0/02;Serviços de tratamento e revestimento em metais
2541-1/00;Fabricação de artigos de cutelaria
2542-0/00;Fabricação de artigos de serralheria, exceto esquadrias
2543-8/00;Fabricação de ferramentas
2550-1/01;Fabricação de equipamento bélico pesado, exceto veículos militares de combate
2550-1/02;Fabricação de armas de fogo, outras armas e munições
2591-8/00;Fabricação de embalagens metálicas
2592-6/01;Fabricação de produtos de trefilados de metal padronizados
2592-6/02;Fabricação de produtos de trefilados de metal, exceto padronizados
2593-4/00;Fabricação de artigos de metal para uso doméstico e pessoal
2599-3/01;Serviços de confecção de armações metálicas para a construção
2599-3/02;Serviço de corte e dobra de metais
2599-3/99;Fabricação de outros produtos de metal não especificados anteriormente
2610-8/00;Fabricação de componentes eletrônicos
2621-3/00;Fabricação de equipamentos de informática
2622-1/00;Fabricação de periféricos para equipamentos de informática
2631-1/00;Fabricação de equipamentos transmissores de comunicação, peças e acessórios
2632-9/00;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios
2640-0/00;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo
2651-5/00;Fabricação de aparelhos e equipamentos de medida, teste e controle
2652-3/00;Fabricação de cronômetros e relógios
2660-4/00;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
2670-1/01;Fabricação de equipamentos e instrumentos ópticos, peças e acessórios
2670-1/02;Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios
2680-9/00;Fabricação de mídias virgens, magnéticas e ópticas
2710-4/01;Fabricação de geradores de corrente contínua e alternada, peças e acessórios
2710-4/02;Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios
2710-4/03;Fabricação de motores elétricos, peças e acessórios
2721-0/00;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores
2722-8/01;Fabricação de baterias e acumuladores para veículos automotores
2722-8/02;Recondicionamento de baterias e acumuladores para veículos automotores
2731-7/00;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
2732-5/00;Fabricação de material elétrico para instalações em circuito de consumo
2733-3/00;Fabricação de fios, cabos e condutores elétricos isolados
2740-6/01;Fabricação de lâmpadas
2740-6/02;Fabricação de luminárias e outros equipamentos de iluminação
2751-1/00;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios
2759-7/01;Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios
2759-7/99;Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios
2790-2/01;Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores
2790-2/02;Fabricação de equipamentos para sinalização e alarme
2790-2/99;Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente
2811-9/00;Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários
2812-7/00;Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas
2813-5/00;Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios
2814-3/01;Fabricação de compressores para uso industrial, peças e acessórios
2814-3/02;Fabricação de compressores para uso não industrial, peças e acessórios
2815-1/01;Fabricação de rolamentos para fins industriais
2815-1/02;Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos
2821-6/01;Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios
2821-6/02;Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios
2822-4/01;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios
2822-4/02;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios
2823-2/00;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios
2824-1/01;Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial
2824-1/02;Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial
2825-9/00;Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios
2829-1/01;Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios
2829-1/99;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
